"IATACode","country","fullName","latitude","longitude","airportName","units","source"
"SWG","Indonesia","Sumbawa Besar","-8.49","117.41","Sumbawa [SWG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SWS","United Kingdom","Swansea","51.61","-4.07","Swansea [SWS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SXB","France","Entzheim","48.54","7.63","Strassbourg [SXB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SXF","Germany","Schonefeld","52.38","13.52","Berlin [SXF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SXL","Ireland","Sligo","54.28","-8.6","Sligo [SXL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SXM","Antilles","Princess Juliana International","18.04","-63.11","Philipsburg [SXM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SXR","India","Srinagar","33.99","74.77","Srinagar [SXR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SYA","United States","Eareckson As","52.71","174.11","Shemya [SYA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SYD","Australia","Kingsford Smith International Airport","-33.95","151.18","Sydney [SYD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SYR","United States","Syracuse Hancock International","43.11","-76.11","Syracuse [SYR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SYY","United Kingdom","Stornoway","58.21","-6.33","Stornoway [SYY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SYZ","Iran","Shiraz Shahid Dastghaib International","29.54","52.59","Shiraz [SYZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SZA","Angola","Soyo","-6.14","12.37","Soyo [SZA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SZG","Austria","Salzburg","47.79","13","Salzburg [SZG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SZK","South Africa","Skukuza","-24.96","31.59","Skukuza [SZK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SZL","United States","Whiteman Air Force Base","38.73","-93.55","Knobnoster [SZL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SZW","Germany","Schwerin Parchim","53.43","11.78","Parchim [SZW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SZX","China","Baoan","22.64","113.81","Shenzhen [SZX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"SZZ","Poland","Goleniow","53.58","14.9","Szczechin [SZZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAB","Trinidad and Tobago","Crown Point","11.15","-60.83","Scarborough [TAB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAC","Philippines","Daniel Z Romualdez","11.23","125.03","Tacloban [TAC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAE","South Korea","Daegu Ab","35.89","128.66","Taegu [TAE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAF","Algeria","Tafaraoui","35.54","-0.53","Oran [TAF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAK","Japan","Takamatsu","34.21","134.02","Takamatsu [TAK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAL","United States","Ralph M Calhoun","65.17","-152.11","Tanana [TAL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAM","Mexico","General Francisco Javier Mina International","22.3","-97.87","Tampico [TAM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAO","China","Liuting","36.26","120.38","Qingdao [TAO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAP","Mexico","Tapachula International","14.79","-92.37","Tapachula [TAP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAR","Italy","Grottaglie","40.52","17.4","Grottaglie [TAR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAS","Uzbekistan","Yuzhny","41.26","69.28","Tashkent [TAS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAT","Slovakia","Tatry","49.07","20.24","Poprad [TAT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TAW","Uruguay","Tacuarembo","-31.75","-55.93","Tacuarembo [TAW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TBF","Kiribati","Tabiteuea North","-1.22","174.78","Tabiteuea North [TBF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TBN","United States","Waynesville Regional Airport At Forney Field","37.74","-92.14","Fort Leonardwood [TBN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TBP","Peru","Pedro Canga","-3.55","-80.38","Tumbes [TBP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TBS","Georgia","Lochini","41.67","44.95","Tbilisi [TBS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TBT","Brazil","Tabatinga","-4.26","-69.94","Tabatinga [TBT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TBU","Tonga","Fua Amotu International","-21.24","-175.15","Tongatapu [TBU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TBZ","Iran","Tabriz International","38.13","46.23","Tabriz [TBZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCB","Bahamas","Treasure Cay","26.75","-77.39","Treasure Cay [TCB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCC","United States","Tucumcari Municipal","35.18","-103.6","Tucumcari [TCC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCE","Romania","Cataloi","45.06","28.71","Tulcea [TCE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCH","Gabon","Tchibanga","-2.89","10.92","Tchibanga [TCH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCM","United States","Mc Chord Air Force Base","47.14","-122.48","Tacoma [TCM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCN","Mexico","Tehuacan","18.5","-97.42","Tehuacan [TCN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCO","Colombia","La Florida","1.81","-78.75","Tumaco [TCO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCQ","Peru","Coronel Fap Carlos Ciriani Santa Rosa","-18.05","-70.28","Tacna [TCQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCS","United States","Truth Or Consequences Municipal","33.24","-107.27","Truth Or Consequences [TCS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TCU","South Africa","Thaba Nchu","-29.32","26.82","Thaba Nchu [TCU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TDA","Colombia","Trinidad","5.43","-71.66","Trinidad [TDA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TDD","Bolivia","Tte Av Jorge Henrich Arauz","-14.82","-64.92","Trinidad [TDD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TDL","Argentina","Tandil","-37.24","-59.23","Tandil [TDL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TEA","Honduras","Tela","15.78","-87.48","Tela [TEA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TEB","United States","Teterboro","40.85","-74.06","Teterboro [TEB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TED","Denmark","Thisted","57.07","8.71","Thisted [TED]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TEE","Algeria","Cheikh Larbi Tebessi","35.43","8.12","Tebessa [TEE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TER","Azores","Lajes","38.76","-27.09","Terceira Island [TER]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TET","Mozambique","Tete Chingozi","-16.1","33.64","Tete [TET]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TEU","New Zealand","Manapouri","-45.53","167.65","Manapouri [TEU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TFF","Brazil","Tefe","-3.38","-64.72","Tefe [TFF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TFN","Canary Islands","Tenerife Norte","28.48","-16.34","Tenerife [TFN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TFS","Canary Islands","Tenerife Sur","28.04","-16.57","Tenerife [TFS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGD","Montenegro","Podgorica","42.36","19.25","Podgorica [TGD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGG","Malaysia","Sultan Mahmud","5.38","103.1","Kuala Terengganu [TGG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGI","Peru","Tingo Maria","-9.29","-76.01","Tingo Maria [TGI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGM","Romania","Vidrasau","46.47","24.41","Tirgu Mures [TGM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGR","Algeria","Sidi Mahdi","33.07","6.09","Touggourt [TGR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGT","Tanzania","Tanga","-5.09","39.07","Tanga [TGT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGU","Honduras","Toncontin International","14.06","-87.22","Tegucigalpa [TGU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TGZ","Mexico","Francisco Sarabia","16.77","-93.34","Tuxtla Gutierrez [TGZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THE","Brazil","Senador Petronio Portella","-5.06","-42.82","Teresina [THE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THF","Germany","Tempelhof","52.47","13.4","Berlin [THF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THL","Myanmar (Burma)","Tachilek","20.48","99.94","Tachilek [THL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THN","Sweden","Trollhattan Vanersborg","58.32","12.35","Trollhattan [THN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THR","Iran","Mehrabad International","35.69","51.31","Teheran [THR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THU","Greenland","Thule Air Base","76.53","-68.7","Thule [THU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THY","South Africa","P R Mphephu","-23.08","30.38","Thohoyandou [THY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"THZ","Niger","Tahoua","14.88","5.27","Tahoua [THZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIA","Albania","Tirana Rinas","41.41","19.72","Tirana [TIA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TID","Algeria","Bou Chekif","35.34","1.46","Tiaret [TID]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIF","Saudi Arabia","Taif","21.48","40.54","Taif [TIF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIH","French Polynesia","Tikehau","-15.12","-148.23","Tikehau [TIH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIJ","Mexico","General Abelardo L Rodriguez International","32.54","-116.97","Tijuana [TIJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIK","United States","Tinker Air Force Base","35.41","-97.39","Oklahoma City [TIK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIM","Indonesia","Moses Kilangin","-4.53","136.89","Timika [TIM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIN","Algeria","Tindouf","27.7","-8.17","Tindouf [TIN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIP","Libya","Tripoli International","32.66","13.16","Tripoli [TIP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIR","India","Tirupati","13.63","79.54","Tirupeti [TIR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIU","New Zealand","Timaru","-44.3","171.23","Timaru [TIU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIV","Montenegro","Tivat","42.4","18.72","Tivat [TIV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TIY","Mauritania","Tidjikja","18.57","-11.42","Tidjikja [TIY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TJA","Bolivia","Capitan Oriel Lea Plaza","-21.56","-64.7","Tarija [TJA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TJQ","Indonesia","H As Hanandjoeddin","-2.75","107.75","Tanjung Pandan [TJQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKA","United States","Talkeetna","62.32","-150.09","Talkeetna [TKA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKC","Cameroon","Tiko","4.09","9.36","Tiko [TKC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKD","Ghana","Takoradi","4.89","-1.78","Takoradi [TKD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKK","Micronesia","Chuuk International","7.46","151.84","Chuuk [TKK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKN","Japan","Tokunoshima","27.84","128.88","Tokunoshima [TKN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKP","French Polynesia","Takapoto","-14.71","-145.25","Takapoto [TKP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKS","Japan","Tokushima","34.13","134.61","Tokushima [TKS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKU","Finland","Turku","60.51","22.26","Turku [TKU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TKX","French Polynesia","Takaroa","-14.46","-145.02","Takaroa [TKX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLC","Mexico","Licenciado Adolfo Lopez Mateos International","19.34","-99.57","Toluca [TLC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLE","Madagascar","Toliara","-23.38","43.73","Toliara [TLE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLH","United States","Tallahassee Regional","30.4","-84.35","Tallahassee [TLH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLJ","United States","Tatalina Lrrs","62.89","-155.98","Tatalina [TLJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLL","Estonia","Tallinn","59.41","24.83","Tallinn-Ulemiste International [TLL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLM","Algeria","Zenata","35.02","-1.45","Tlemcen [TLM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLN","France","Hyeres","43.1","6.15","Hyeres [TLN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLS","France","Blagnac","43.63","1.36","Toulouse [TLS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TLV","Israel","Ben Gurion","32.01","34.88","Tel-Aviv [TLV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TMB","United States","Kendall Tamiami Executive","25.65","-80.43","Kendall-Tamiami [TMB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TME","Colombia","Tame","6.45","-71.76","Tame [TME]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TML","Ghana","Tamale","9.56","-0.86","Tamale [TML]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TMM","Madagascar","Toamasina","-18.11","49.39","Toamasina [TMM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TMP","Finland","Tampere Pirkkala","61.41","23.6","Tampere [TMP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TMR","Algeria","Tamanrasset","22.81","5.45","Tamanrasset [TMR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TMS","Sao Tome and Principe","Sao Tome International","0.38","6.71","Sao Tome [TMS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TMW","Australia","Tamworth","-31.08","150.85","Tamworth [TMW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TMX","Algeria","Timimoun","29.24","0.28","Timimoun [TMX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNC","United States","Tin City Lrrs","65.56","-167.92","Tin City [TNC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNE","Japan","Tanegashima","30.55","130.95","Tanegashima [TNE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNF","France","Toussus Le Noble","48.75","2.11","Toussous-Le-Noble [TNF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNG","Morocco","Ibn Batouta","35.73","-5.92","Tanger [TNG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNI","Mariana Islands","West Tinian","15","145.62","West Tinian [TNI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNJ","Indonesia","Kijang","0.92","104.53","Tanjung Pinang [TNJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNN","Taiwan","Tainan","22.95","120.21","Tainan [TNN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNR","Madagascar","Antananarivo Ivato","-18.8","47.48","Antananarivo [TNR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TNT","United States","Dade Collier Training And Transition","25.86","-80.9","Miami [TNT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TOE","Tunisia","Nefta","33.94","8.11","Tozeur [TOE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TOJ","Spain","Torrejon","40.49","-3.46","Madrid [TOJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TOM","Mali","Tombouctou","16.73","-3.01","Tombouctou [TOM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TOS","Norway","Tromso","69.68","18.92","Tromso [TOS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TOU","New Caledonia","Touho","-20.79","165.26","Touho [TOU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TOX","Russia","Cabool Mem","37.13","-92.08","Tobolsk [TOX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TOY","Japan","Toyama","36.65","137.19","Toyama [TOY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TPA","United States","Tampa International","27.98","-82.53","Tampa [TPA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TPC","Ecuador","Tarapoa","-0.12","-76.34","Tarapoa [TPC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TPE","Taiwan","Chiang Kai Shek International","25.08","121.23","Taipei [TPE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TPP","Peru","Tarapoto","-6.51","-76.37","Tarapoto [TPP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TPQ","Mexico","Tepic","21.42","-104.84","Tepic [TPQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TPS","Italy","Trapani Birgi","37.91","12.49","Trapani [TPS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRB","Colombia","Gonzalo Mejia","8.07","-76.74","Turbo [TRB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRC","Mexico","Torreon International","25.57","-103.41","Torreon [TRC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRD","Norway","Trondheim Vaernes","63.46","10.94","Trondheim [TRD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRE","United Kingdom","Tiree","56.5","-6.87","Tiree [TRE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRF","Norway","Torp","59.19","10.26","Torp [TRF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRG","New Zealand","Tauranga","-37.67","176.2","Tauranga [TRG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRK","Indonesia","Juwata","3.33","117.57","Taraken [TRK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRN","Italy","Torino","45.2","7.65","Torino [TRN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRR","Sri Lanka","China Bay","8.54","81.18","Trinciomalee [TRR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRS","Italy","Ronchi Dei Legionari","45.83","13.47","Ronchi De Legionari [TRS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRU","Peru","Capitan Carlos Martinez De Pinillos","-8.08","-79.11","Trujillo [TRU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRV","India","Thiruvananthapuram International","8.48","76.92","Trivandrum [TRV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRW","Kiribati","Bonriki International","1.38","173.15","Tarawa [TRW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TRZ","India","Tiruchirappalli","10.77","78.71","Tiruchchirappalli [TRZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSA","Taiwan","Sungshan","25.07","121.55","Taipei [TSA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSE","Kazakhstan","Astana","51.02","71.47","Astana [TSE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSF","Italy","Treviso","45.65","12.2","Treviso [TSF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSJ","Japan","Tsushima","34.28","129.33","Tsushima [TSJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSL","Mexico","Tamuin","22.04","-98.81","Tamuin [TSL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSN","China","Binhai","39.12","117.35","Tianjin [TSN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSR","Romania","Giarmata","45.81","21.34","Timisoara [TSR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TST","Thailand","Trang","7.51","99.62","Trang [TST]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TSV","Australia","Townsville","-19.25","146.77","Townsville [TSV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTA","Morocco","Plage Blanche","28.45","-11.16","Tan Tan [TTA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTB","Italy","Tortoli","39.92","9.68","Tortoli [TTB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTE","Indonesia","Babullah","0.83","127.38","Ternate [TTE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTH","Oman","Thumrait","17.67","54.02","Thumrait [TTH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTJ","Japan","Tottori","35.53","134.17","Tottori [TTJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTN","United States","Trenton Mercer","40.28","-74.81","Trenton [TTN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTT","Taiwan","Fengnin","22.76","121.09","Fengnin [TTT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TTU","Morocco","Saniat Rmel","35.59","-5.32","Tetouan [TTU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUA","Ecuador","El Rosal Teniente Mantilla","0.81","-77.71","Tulcan [TUA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUB","French Polynesia","Tubuai","-23.37","-149.52","Tubuai [TUB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUC","Argentina","Teniente Benjamin Matienzo","-26.84","-65.1","Tucuman [TUC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUD","Senegal","Tambacounda","13.74","-13.65","Tambacounda [TUD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUF","France","Val De Loire","47.43","0.73","Tours [TUF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUI","Saudi Arabia","Turaif","31.69","38.73","Turaif [TUI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUK","Pakistan","Turbat International","25.99","63.03","Turbat [TUK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUL","United States","Tulsa International","36.2","-95.89","Tulsa [TUL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUN","Tunisia","Carthage","36.85","10.23","Tunis [TUN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUO","New Zealand","Taupo","-38.74","176.08","Taupo [TUO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUR","Brazil","Tucurui","-3.79","-49.72","Tucurui [TUR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUS","United States","Tucson International","32.12","-110.94","Tucson [TUS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUU","Saudi Arabia","Tabuk","28.37","36.62","Tabuk [TUU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TUV","Venezuela","Tucupita","9.09","-62.09","Tucupita [TUV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TWU","Malaysia","Tawau","4.31","118.12","Tawau [TWU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TXA","Mexico","Tlaxcala","19.54","-98.17","Tlaxcala [TXA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TXG","Taiwan","Taichung","24.19","120.65","Chung [TXG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TXK","United States","Texarkana Regional Webb Field","33.45","-93.99","Texarkana [TXK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TXL","Germany","Tegel","52.56","13.29","Berlin [TXL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TYL","Peru","Capitan Montes","-4.58","-81.25","Talara [TYL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TYN","China","Wusu","37.75","112.63","Taiyuan [TYN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TYR","United States","Tyler Pounds Regional","32.35","-95.4","Tyler [TYR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TYS","United States","Mc Ghee Tyson","35.81","-83.99","Knoxville [TYS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"TZX","Turkey","Trabzon","41","39.79","Trabzon [TZX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UAK","Greenland","Narsarsuaq","61.16","-45.43","Narssarssuaq [UAK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UAM","Mariana Islands","Andersen Air Force Base","13.58","144.93","Andersen [UAM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UAQ","Argentina","San Juan","-31.57","-68.42","San Julian [UAQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UBA","Brazil","Uberaba","-19.77","-47.96","Uberaba [UBA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
