manufacturer,model,description,transmission,engineCapacity,fuelType,kgCO2PerKm,source,algorithm
SSANGYONG,Rodius,270 SX Auto 4 x 4,A5,2696,Diesel,0.264,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 February 2006,1.15*value*user_distance_km
SSANGYONG,Sports Pickup,2.9 TD Manual,M5,2874,Diesel,0.275,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
SSANGYONG,Sports Pickup,2.9 TD Auto,A4,2874,Diesel,0.282,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 June 2004,1.15*value*user_distance_km
SUBARU,B9 Tribeca (2007 Model Year),3.0 AWD 5/7 Seater,A5,3000,Petrol,0.291,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Forester (2006/07 Model Year),2.0 AWD ,M5,1994,Petrol,0.220,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Forester (2006/07 Model Year),2.0 AWD,A4,1994,Petrol,0.220,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Forester (2006/07 Model Year),2.5 AWD Turbo,M5,2457,Petrol,0.254,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Forester (2006/07 Model Year),2.5 AWD Turbo,A4,2457,Petrol,0.250,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Impreza (2006/07 Model Year),2.0 AWD Saloon/Sports Wagon,M5,1994,Petrol,0.214,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Impreza (2006/07 Model Year),2.0 AWD Saloon/Sports Wagon,A4,1994,Petrol,0.207,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Impreza (2006/07 Model Year),2.5 WRX AWD Saloon/Sports Wagon,M5,2457,Petrol,0.244,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Impreza (2006/07 Model Year),2.5 WRX STi 4 Door,M6,2457,Petrol,0.257,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 November 2005,1.15*value*user_distance_km
SUBARU,Impreza (2007 Model Year),1.5 AWD Sports Wagon,M5,1498,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),2.0 AWD Saloon,M5,1994,Petrol,0.207,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),2.0 AWD Saloon,A4,1994,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),2.0 AWD Sports Tourer,M5,1994,Petrol,0.212,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),2.0 AWD Sports Tourer,A4,1994,Petrol,0.207,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),3.0 AWD Saloon,A5,3000,Petrol,0.229,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 November 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),3.0 AWD Spec B Saloon,M6,3000,Petrol,0.286,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),3.0 AWD Spec B Saloon,A5,3000,Petrol,0.229,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),3.0 AWD Sports Tourer ,A5,3000,Petrol,0.233,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 November 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),3.0 AWD Spec B Sports Tourer,M6,3000,Petrol,0.290,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),3.0 AWD Spec B Sports Tourer ,A5,3000,Petrol,0.233,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),2.5 AWD Outback,M5,2457,Petrol,0.210,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),2.5 AWD Outback,A4,2457,Petrol,0.210,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2006 Model Year),3.0 AWD Outback,A5,3000,Petrol,0.233,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),2.0 AWD Saloon,A4,1994,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),2.0 AWD Sports Tourer,M5,1994,Petrol,0.212,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),2.0 AWD Sports Tourer,A4,1994,Petrol,0.207,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),2.0 AWD Saloon,M5,1994,Petrol,0.209,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),3.0 AWD Saloon (Inc. Spec B),A5,3000,Petrol,0.231,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),3.0 AWD Spec B Sports Tourer,M6,3000,Petrol,0.290,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),3.0 AWD Sports Tourer (Inc. Spec B),A5,3000,Petrol,0.231,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),2.5 AWD Outback,M5,2457,Petrol,0.210,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),2.5 AWD Outback,A4,2457,Petrol,0.207,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),3.0 AWD Outback,A5,3000,Petrol,0.231,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUBARU,Legacy (2007 Model Year),3.0 AWD Spec B Saloon,M6,3000,Petrol,0.286,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 November 2006,1.15*value*user_distance_km
SUZUKI,Grand Vitara,1.9 3 door From VIN JSAJTA44V00100031,5MTx2,1870,Diesel,0.195,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 July 2006,1.15*value*user_distance_km
SUZUKI,Grand Vitara,1.9 Diesel 5 door From VIN JSAJTD44V00102735,5MTx2,1870,Diesel,0.205,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 November 2005,1.15*value*user_distance_km
SUZUKI,Grand Vitara,1.6 Hard Top From VIN JSAJTA74V00100070,5MTx2,1586,Petrol,0.210,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 June 2005,1.15*value*user_distance_km
SUZUKI,Grand Vitara,2.0 5 door From VIN JSAJTD54V00101396,5MTx2,1995,Petrol,0.220,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
SUZUKI,Grand Vitara,2.0 Hard Top From VIN JSAJTD54V00100063,5MTx2,1995,Petrol,0.220,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 June 2005,1.15*value*user_distance_km
SUZUKI,Grand Vitara,2.0 Hard Top From VIN JSAJTD54V00101636,4ATx2,1995,Petrol,0.228,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 June 2005,1.15*value*user_distance_km
SUZUKI,Ignis,1.3 GL/GLX 5 door From VIN TSMMHX51S00104910,5MT,1328,Petrol,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 July 2004,1.15*value*user_distance_km
SUZUKI,Ignis,1.5 GL/GLX 4-GRIP From VIN TSMMHY81S00114080,5MT,1490,Petrol,0.172,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 July 2004,1.15*value*user_distance_km
SUZUKI,Ignis,1.5 GL/GLX 5 door From VIN TSMMHX81S00123862,5MT,1490,Petrol,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 July 2004,1.15*value*user_distance_km
SUZUKI,Ignis,1.5 GL/GLX(A) 5 door From VIN TSMMHX81S00123862,4AT,1490,Petrol,0.174,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 July 2004,1.15*value*user_distance_km
SUZUKI,Jimny,1.3 JLX Soft Top,5MT,1328,Petrol,0.174,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 July 2005,1.15*value*user_distance_km
SUZUKI,Jimny,1.3 JLX Hard Top From VIN JSAFJB43V00300077,4ATx2,1328,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 October 2005,1.15*value*user_distance_km
SUZUKI,Jimny,1.3 JLX Hard Top From VIN JSAFJB43V00200034,5MTx2,1328,Petrol,0.174,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 December 2005,1.15*value*user_distance_km
SUZUKI,Liana,1.6 GLX Hatchback From VIN JSAERC31S00350001,4ATx2,1586,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 October 2005,1.15*value*user_distance_km
SUZUKI,Liana,1.6 GL Hatchback From VIN JSAERC31S00350042,5MTx2,1586,Petrol,0.167,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 October 2005,1.15*value*user_distance_km
SUZUKI,Liana,1.6 GLX Hatchback From VIN JSAERC31S00350020,5MTx2,1586,Petrol,0.167,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 October 2005,1.15*value*user_distance_km
SUZUKI,Liana,1.6 GL Saloon From VIN JSAERA31S00300018,5MTx2,1586,Petrol,0.167,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 October 2005,1.15*value*user_distance_km
SUZUKI,Swift,1.3 GLX 5 door DDiS,5MT,1248,Diesel,0.122,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 July 2005,1.15*value*user_distance_km
SUZUKI,Swift,1.3 GLZ 3 door DDiS,5MT,1248,Diesel,0.122,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 July 2005,1.15*value*user_distance_km
SUZUKI,Swift,1.3 GL 5 door,5MT,1328,Petrol,0.148,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 May 2005,1.15*value*user_distance_km
SUZUKI,Swift,1.3 GLM 3 door,5MT,1328,Petrol,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 July 2005,1.15*value*user_distance_km
SUZUKI,Swift,1.3 GLM 5 door,5MT,1328,Petrol,0.148,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 July 2005,1.15*value*user_distance_km
SUZUKI,Swift,1.5 GLX 5 door,5MT,1490,Petrol,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 July 2005,1.15*value*user_distance_km
SUZUKI,Swift,1.5 GLX 5 door,4AT,1490,Petrol,0.170,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 July 2005,1.15*value*user_distance_km
SUZUKI,Swift,Sport 1.6 3 door M/T From VIN TSMMZA31S00302316,5MT,1586,Petrol,0.175,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 July 2006,1.15*value*user_distance_km
SUZUKI,SX4,1.9 GLX Hatchback From VIN TSMEYA61S00105367,6MT,1910,Diesel,0.166,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 April 2006,1.15*value*user_distance_km
SUZUKI,SX4,1.6 GL Hatchback From VIN TSMEYA21S00100679,5MT,1586,Petrol,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
SUZUKI,SX4,1.6 4WD Hatchback From VIN TSMEYB21S00100644,5MTx2,1586,Petrol,0.173,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 April 2006,1.15*value*user_distance_km
SUZUKI,SX4,1.6 GLX Hatchback From VIN TSMEYA21S00107727,4AT,1586,Petrol,0.182,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 April 2006,1.15*value*user_distance_km
SUZUKI,SX4,1.6 GLX Hatchback From VIN TSMEYA21S00100666,5MT,1586,Petrol,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 April 2006,1.15*value*user_distance_km
SUZUKI,SX4,1.6 GL Hatchback From VIN JSAGYA21S00101012,5MT,1586,Petrol,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 April 2007,1.15*value*user_distance_km
SUZUKI,SX4,1.6 GLX Hatchback From VIN JSAGYA21S00101013,5MT,1586,Petrol,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 April 2007,1.15*value*user_distance_km
SUZUKI,Wagon R+,1.2 GL 5-seat From VIN TSM0HAF685G062131,5MT,1229,Petrol,0.144,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
SUZUKI,Wagon R+,1.3 GL(A) 5-seat From VIN TSMMMA33S00282985,4AT,1328,Petrol,0.174,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
SUZUKI,Wagon R+,1.3 GL 5-seat From VIN TSMMMA33S00282310,5MT,1328,Petrol,0.150,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 July 2004,1.15*value*user_distance_km
TATA,Safari,2.0 L/EX  Tdi 4 x 4,M5,1948,Diesel,0.249,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 March 2002,1.15*value*user_distance_km
TOYOTA,Auris,1.4 D-4D 3 & 5 door,M5,1364,Diesel,0.132,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 February 2007,1.15*value*user_distance_km
TOYOTA,Auris,1.4 D-4D 3 & 5 door,Multi5,1364,Diesel,0.131,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 February 2007,1.15*value*user_distance_km
TOYOTA,Auris,2.0 D-4D 3 & 5 door,M6,1998,Diesel,0.144,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 February 2007,1.15*value*user_distance_km
TOYOTA,Auris,2.2 D-4D 3 & 5 door,M6,2231,Diesel,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 February 2007,1.15*value*user_distance_km
TOYOTA,Auris,1.4 VVT-i 3 & 5 door,M5,1398,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 February 2007,1.15*value*user_distance_km
TOYOTA,Auris,1.6 VVT-i 3 & 5 door,M5,1598,Petrol,0.166,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 February 2007,1.15*value*user_distance_km
TOYOTA,Auris,1.6 VVT-i 3 & 5 door,Multi5,1598,Petrol,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 February 2007,1.15*value*user_distance_km
TOYOTA,Avensis,2.0 D-4D Saloon/Hatchback,M6,1998,Diesel,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Avensis,2.0 D-4D Tourer,M6,1998,Diesel,0.149,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Avensis,2.2 D-4D Saloon/Hatchback,M6,2231,Diesel,0.156,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 March 2007,1.15*value*user_distance_km
TOYOTA,Avensis,2.2 D-4D Tourer,M6,2231,Diesel,0.158,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 October 2005,1.15*value*user_distance_km
TOYOTA,Avensis,T180 Saloon/Hatchback,M6,2231,Diesel,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Avensis,T180 Tourer,M6,2231,Diesel,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Avensis,1.8 VVT-i Saloon/Hatchback,M5,1794,Petrol,0.171,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 January 2003,1.15*value*user_distance_km
TOYOTA,Avensis,1.8 VVT-i Saloon/Hatchback,A4,1794,Petrol,0.187,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 January 2003,1.15*value*user_distance_km
TOYOTA,Avensis,1.8 VVT-i Tourer,M5,1794,Petrol,0.172,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 February 2003,1.15*value*user_distance_km
TOYOTA,Avensis,2.0 VVT-i Saloon/Hatchback,M5,1998,Petrol,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 January 2003,1.15*value*user_distance_km
TOYOTA,Avensis,2.0 VVT-i Saloon/Hatchback,A4,1998,Petrol,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 January 2003,1.15*value*user_distance_km
TOYOTA,Avensis,2.0 VVT-i Tourer,M5,1998,Petrol,0.193,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 February 2003,1.15*value*user_distance_km
TOYOTA,Avensis,2.0 VVT-i Tourer,A4,1998,Petrol,0.224,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 February 2003,1.15*value*user_distance_km
TOYOTA,Aygo,1.4 D-4D 3 & 5 door,M5,1398,Diesel,0.109,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Aygo,1.0 VVT-i 3 & 5 door,Multi5,998,Petrol,0.109,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
TOYOTA,Aygo,1.0 VVT-i 3 & 5 door,M5,998,Petrol,0.109,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
TOYOTA,Hiace,Glass Van,M5,2494,Diesel,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Land Cruiser,3.0 D-4D 3 door,M6x2,2982,Diesel,0.240,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Land Cruiser,3.0 D-4D 5 door,M6x2,2982,Diesel,0.243,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Land Cruiser,3.0 D-4D 5 door,A5x2,2982,Diesel,0.238,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Land Cruiser,Amazon 4.2 24v TD,M5x2,4164,Diesel,0.292,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 December 2003,1.15*value*user_distance_km
TOYOTA,Land Cruiser,Amazon 4.2 24v TD,A5x2,4164,Diesel,0.282,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 December 2003,1.15*value*user_distance_km
TOYOTA,Land Cruiser,Invincible,A5x2,2982,Diesel,0.248,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 July 2006,1.15*value*user_distance_km
TOYOTA,Land Cruiser,4.0 VVT-i V6 5 door,A5x2,3956,Petrol,0.291,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
TOYOTA,Land Cruiser,Amazon 4.7i V8,A5x2,4664,Petrol,0.387,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 December 2003,1.15*value*user_distance_km
TOYOTA,Prius,1.5 VVT-i Hybrid,E-CVT,1497,Petrol Hybrid,0.104,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 December 2003,1.15*value*user_distance_km
TOYOTA,RAV4,2.2 D-4D 180 5 door,M6,2231,Diesel,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 February 2007,1.15*value*user_distance_km
TOYOTA,RAV4,2.2 D-4D 5 door,M6,2231,Diesel,0.173,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 February 2007,1.15*value*user_distance_km
TOYOTA,RAV4,2.0 VVT-i 5 door,M5,1998,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
TOYOTA,RAV4,2.0 VVT-i 5 door,A4,1998,Petrol,0.212,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
TOYOTA,Verso,2.2 D-4D,M6,2231,Diesel,0.167,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Verso,2.2 D-4D 180,M6,2231,Diesel,0.178,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Verso,1.6 VVT-i,M5,1598,Petrol,0.178,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Verso,1.8 VVT-i,M5,1796,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Verso,1.8 VVT-i,Multi5,1796,Petrol,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Yaris,1.4 D-4D 3 & 5 door,M5,1364,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Yaris,1.4 D-4D 3 & 5 door,Multi5,1364,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 January 2006,1.15*value*user_distance_km
TOYOTA,Yaris,1.0 VVT-i 3 & 5 door,M5,998,Petrol,0.127,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Yaris,1.3 VVT-i 3 & 5 door,M5,1298,Petrol,0.141,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
TOYOTA,Yaris,1.3 VVT-i 3 & 5 door,Multi5,1298,Petrol,0.136,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 January 2006,1.15*value*user_distance_km
TOYOTA,Yaris,1.8 VVT-i 3 & 5 door,M5,1798,Petrol,0.170,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Agila MY2006,1.0i 12v 5 Door MPV,M5,998,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Agila MY2006,1.2i 16v 5 Door MPV,M5,1229,Petrol,0.144,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Agila MY2007,1.0i 12v 5 Door MPV,M5,998,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Agila MY2007,1.2i 16v 5 Door MPV,M5,1229,Petrol,0.144,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Astra Convertible MY2006,1.6i 16v 2 Door Convertible,M5,1598,Petrol,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Astra Convertible MY2006,"1.8i 16v 2 Door Convertible with15""/16"" tyre",M5,1796,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Astra Convertible MY2006,"1.8i 16v 2 Door Convertible with 17"" tyre",M5,1796,Petrol,0.197,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Astra Convertible MY2006,2.0i 16v 2 Door Convertible,M5,1998,Petrol,0.214,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Astra Convertible MY2006,2.2i 16v 2 Door Convertible,A4,2198,Petrol,0.209,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Astra Convertible MY2006,"2.2i 16v 2 Door Convertible with 15""/16"" tyre",M5,2198,Petrol,0.197,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Astra Convertible MY2006,"2.2i 16v 2 Door Convertible with 17""/18"" tyre",M5,2198,Petrol,0.209,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Astra TwinTop MY2007,1.9CDTi 16v 150PS 2 Door,M6,1910,Diesel,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Astra TwinTop MY2007,1.8i 16v VVT 2 Door,M5,1796,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Astra TwinTop MY2007,1.8i 16v VVT 2 Door,A4,1796,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Astra TwinTop MY2007,2.0i 16v Turbo 200PS 2 Door,M6,1998,Petrol,0.228,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Astra TwinTop MY2007,1.6i 16v 2 Door,M5,1598,Petrol,0.168,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Combo MY2007,1.7CDTi 16v 2000 6 Door Crew Van,M5,1686,Diesel,0.140,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Combo MY2007,1.3CDTi 16v 2000 6 Door Crew Van,M5,1248,Diesel,0.138,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.3CDTi 16v 3 Door Hatchback,MTA5,1248,Diesel,0.115,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.3CDTi 16v 3 Door Hatchback with 14""/15"" tyre",M5,1248,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.3CDTi 16v 3 Door Hatchback with 16""/17"" tyre",M5,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.3CDTi 16v 5 Door Hatchback,MTA5,1248,Diesel,0.115,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.3CDTi 16v 5 Door Hatchback with 14""/15"" tyre",M5,1248,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
