"manufacturer","line","engineSize","transmission","sizeClass","cylinders","driveSystem","indexNumber","mpgCity","mpgHighway","mpgCombined","unrndCityEPA","unrndHwyEPA","unrndCompEPA","fuelType","releaseDate","units","source","algorithm"
"AUDI","TT ROADSTER QUATTRO",3.2,"Manual(M6)","TWO SEATERS",6,4,8,17,24,19,20.746,34.013,25.162,"premium gas","01/15/07",,"http://www.fueleconomy.gov",
"AUDI","TT ROADSTER QUATTRO",3.2,"Auto(S6)","TWO SEATERS",6,4,8,18,24,20,22.362,33.443,26.28,"premium gas","01/15/07",,"http://www.fueleconomy.gov",
"BMW","Z4 M COUPE",3.2,"Manual(M6)","TWO SEATERS",6,"R",32,15,22,17,18,30.8,22.141,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","Z4 M ROADSTER",3.2,"Manual(M6)","TWO SEATERS",6,"R",32,15,22,17,18,30.8,22.141,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","CROSSFIRE COUPE",3.2,"Auto(L5)","TWO SEATERS",6,"R",905,19,25,21,23.4,35.4,27.612,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","CROSSFIRE COUPE",3.2,"Manual(M6)","TWO SEATERS",6,"R",905,15,23,18,18.8,32.4,23.178,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","CROSSFIRE ROADSTER",3.2,"Auto(L5)","TWO SEATERS",6,"R",905,19,25,21,23.4,35.4,27.612,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","CROSSFIRE ROADSTER",3.2,"Manual(M6)","TWO SEATERS",6,"R",905,15,23,18,18.8,32.4,23.178,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"LAND ROVER","LR2",3.2,"Auto(S6)","S.U.V. - 4WD",6,4,1,16,23,18,19.7,31.5,23.694,"regular gas","02/07/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","EOS",3.2,"Auto(S6)","SUBCOMPACT CARS",6,"F",7,19,26,22,24.2,37,28.662,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","R32",3.2,"Auto(S6)","COMPACT CARS",6,4,15,18,23,20,22.3,32.1,25.852,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"VOLVO","S80 AWD",3.2,"Auto(S6)","MIDSIZE CARS",6,4,17,16,24,19,19.6,33.7,24.146,"premium gas","07/24/07",,"http://www.fueleconomy.gov",
"VOLVO","S80 FWD",3.2,"Auto(S6)","MIDSIZE CARS",6,"F",17,16,24,19,19.6,33.3,24.053,"premium gas","07/24/07",,"http://www.fueleconomy.gov",
"VOLVO","V70 FWD",3.2,"Auto(S6)","MIDSIZE STATION WAGONS",6,"F",17,16,24,19,19.6,33.3,24.053,"premium gas","07/24/07",,"http://www.fueleconomy.gov",
"VOLVO","XC 70 AWD",3.2,"Auto(S6)","S.U.V. - 4WD",6,4,15,15,22,17,18.2,30,22.114,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","XC 90 AWD",3.2,"Auto(S6)","S.U.V. - 4WD",6,4,15,14,20,16,17.299,27.299,20.714,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","XC 90 FWD",3.2,"Auto(S6)","S.U.V. - 2WD",6,"F",15,14,20,16,17.539,27.539,20.964,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"CHRYSLER","TOWN & COUNTRY 2WD",3.3,"Auto(L4)","MINIVAN - 2WD",6,"F",825,17,24,19,20.8,33.099,24.976,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"CHRYSLER","TOWN & COUNTRY 2WD",3.3,"Auto(L4)","MINIVAN - 2WD",6,"F",824,11,17,13,14.2,22.9,17.128,"ethanol","06/29/07",,"http://www.fueleconomy.gov",
"CHRYSLER","TOWN & COUNTRY 2WD",3.3,"Auto(L4)","MINIVAN - 2WD",6,"F",823,17,24,19,20.8,33.099,24.976,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"DODGE","CARAVAN 2WD",3.3,"Auto(L4)","MINIVAN - 2WD",6,"F",825,17,24,19,20.8,33.099,24.976,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"DODGE","CARAVAN 2WD",3.3,"Auto(L4)","MINIVAN - 2WD",6,"F",824,11,17,13,14.2,22.9,17.128,"ethanol","06/29/07",,"http://www.fueleconomy.gov",
"DODGE","CARAVAN 2WD",3.3,"Auto(L4)","MINIVAN - 2WD",6,"F",823,17,24,19,20.8,33.099,24.976,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"HYUNDAI","AZERA",3.3,"Auto(L5)","LARGE CARS",6,"F",9,18,26,21,22.9,36.2,27.436,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SANTAFE 2WD",3.3,"Auto(L5)","S.U.V. - 2WD",6,"F",3,17,24,20,21.5,33.1,25.526,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SANTAFE 4WD",3.3,"Auto(L5)","S.U.V. - 4WD",6,4,4,17,24,19,20.7,32.9,24.846,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SONATA",3.3,"Auto(L5)","LARGE CARS",6,"F",2,19,28,22,23.6,39.1,28.724,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","SORENTO 2WD",3.3,"Auto(L5)","S.U.V. - 2WD",6,"R",3,16,22,18,19.5,30.2,23.199,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","SORENTO 4WD",3.3,"Auto(L5)","S.U.V. - 4WD",6,4,3,15,22,17,18.7,30,22.517,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"LEXUS","RX 400H 2WD",3.3,"Auto(AV)","S.U.V. - 2WD",6,"F",24,27,24,25,34.9,33.2,34.114,"premium gas","08/28/07",,"http://www.fueleconomy.gov",
"LEXUS","RX 400H 4WD",3.3,"Auto(AV)","S.U.V. - 4WD",6,4,24,26,24,25,33.2,33.7,33.423,"premium gas","08/28/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY SOLARA",3.3,"Auto(S5)","COMPACT CARS",6,"F",7,18,27,21,22.8,37.8,27.757,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY SOLARA CONVERTIBLE",3.3,"Auto(S5)","COMPACT CARS",6,"F",7,18,26,21,22.4,36.8,27.187,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"TOYOTA","HIGHLANDER HYBRID 4WD",3.3,"Auto(AV)","S.U.V. - 4WD",6,4,24,27,25,26,35.35,34.999,35.191,"regular gas","08/28/07",,"http://www.fueleconomy.gov",
"CHEVROLET","EQUINOX AWD",3.4,"Auto(L5)","S.U.V. - 4WD",6,4,29,17,24,19,20.9,32.9,25.004,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","EQUINOX FWD",3.4,"Auto(L5)","S.U.V. - 2WD",6,"F",28,17,24,19,20.8,33.1,24.977,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"PONTIAC","TORRENT AWD",3.4,"Auto(L5)","S.U.V. - 4WD",6,4,29,17,24,19,20.9,32.9,25.004,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"PONTIAC","TORRENT FWD",3.4,"Auto(L5)","S.U.V. - 2WD",6,"F",28,17,24,19,20.8,33.1,24.977,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"PORSCHE","BOXSTER S",3.4,"Auto(L5)","TWO SEATERS",6,"R",650,18,25,21,22.5,35.2,26.861,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","BOXSTER S",3.4,"Manual(M6)","TWO SEATERS",6,"R",650,18,26,21,22.2,36,26.828,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CAYMAN S",3.4,"Auto(L5)","TWO SEATERS",6,"R",650,18,25,21,22.5,35.2,26.861,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CAYMAN S",3.4,"Manual(M6)","TWO SEATERS",6,"R",650,18,26,21,22.2,36,26.828,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"ACURA","RL",3.5,"Auto(S5)","MIDSIZE CARS",6,4,11,16,24,19,20.3,33.044,24.563,"premium gas","05/31/07",,"http://www.fueleconomy.gov",
"ACURA","TL",3.5,"Manual(M6)","MIDSIZE CARS",6,"F",12,18,27,21,22.6,37.7,27.569,"premium gas","07/12/07",,"http://www.fueleconomy.gov",
"ACURA","TL",3.5,"Auto(S5)","MIDSIZE CARS",6,"F",12,17,26,20,21.2,35.7,25.941,"premium gas","07/12/07",,"http://www.fueleconomy.gov",
"CHEVROLET","CLASSIC",3.5,"Auto(L4)","MIDSIZE CARS",6,"F",53,18,28,22,23.1,38.6,28.195,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","IMPALA",3.5,"Auto(L4)","LARGE CARS",6,"F",23,18,29,22,22.3,40.6,27.974,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","IMPALA",3.5,"Auto(L4)","LARGE CARS",6,"F",16,14,21,16,17.1,29.3,21.043,"ethanol","06/29/07",,"http://www.fueleconomy.gov",
"CHEVROLET","IMPALA",3.5,"Auto(L4)","LARGE CARS",6,"F",15,18,29,22,22.6,40.7,28.254,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"CHEVROLET","MALIBU",3.5,"Auto(L4)","MIDSIZE CARS",6,"F",23,18,29,22,22.3,40.6,27.974,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHRYSLER","300 AWD",3.5,"Auto(L5)","LARGE CARS",6,4,918,15,22,18,18.8,30.8,22.797,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"CHRYSLER","300/SRT-8",3.5,"Auto(L4)","LARGE CARS",6,"R",916,17,24,20,21.5,34.2,25.814,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"CHRYSLER","300/SRT-8",3.5,"Auto(L5)","LARGE CARS",6,"R",917,17,24,20,20.9,34.1,25.309,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING",3.5,"Auto(L6)","MIDSIZE CARS",6,"F",864,16,26,19,20.2,35.9,25.149,"regular gas","01/20/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING AWD",3.5,"Auto(L6)","MIDSIZE CARS",6,4,865,15,24,18,19,32.9,23.46,"regular gas","01/20/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING CONVERTIBLE",3.5,"Auto(L6)","SUBCOMPACT CARS",6,"F",864,16,26,19,20.2,35.9,25.149,"regular gas","01/20/07",,"http://www.fueleconomy.gov",
"DODGE","AVENGER",3.5,"Auto(L6)","MIDSIZE CARS",6,"F",864,16,26,19,20.2,35.9,25.149,"regular gas","01/20/07",,"http://www.fueleconomy.gov",
"DODGE","AVENGER AWD",3.5,"Auto(L6)","MIDSIZE CARS",6,4,865,15,24,18,19,32.9,23.46,"regular gas","01/20/07",,"http://www.fueleconomy.gov",
"DODGE","CHARGER",3.5,"Auto(L4)","LARGE CARS",6,"R",916,17,24,20,21.5,34.2,25.814,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"DODGE","CHARGER",3.5,"Auto(L5)","LARGE CARS",6,"R",917,17,24,20,20.9,34.1,25.309,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"DODGE","CHARGER AWD",3.5,"Auto(L5)","LARGE CARS",6,4,918,15,22,18,18.8,30.8,22.797,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"DODGE","MAGNUM",3.5,"Auto(L4)","S.U.V. - 2WD",6,"R",916,17,24,20,21.5,34.2,25.814,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"DODGE","MAGNUM",3.5,"Auto(L5)","S.U.V. - 2WD",6,"R",917,17,24,20,20.9,34.1,25.309,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"DODGE","MAGNUM AWD",3.5,"Auto(L5)","S.U.V. - 4WD",6,4,918,15,22,18,18.8,30.8,22.797,"regular gas","07/19/07",,"http://www.fueleconomy.gov",
"FORD","EDGE AWD",3.5,"Auto(L6)","S.U.V. - 4WD",6,4,731,15,22,18,19.122,29.955,22.839,"regular gas","09/17/07",,"http://www.fueleconomy.gov",
"FORD","EDGE FWD",3.5,"Auto(L6)","S.U.V. - 2WD",6,"F",730,16,24,19,20.349,32.857,24.556,"regular gas","09/17/07",,"http://www.fueleconomy.gov",
"FORD","TAURUS AWD",3.5,"Auto(L6)","LARGE CARS",6,4,318,17,24,19,20.6,33.3,24.868,"regular gas","04/30/07",,"http://www.fueleconomy.gov",
"FORD","TAURUS FWD",3.5,"Auto(L6)","LARGE CARS",6,"F",314,18,28,22,22.6,39.6,28.011,"regular gas","04/30/07",,"http://www.fueleconomy.gov",
"FORD","TAURUS X AWD",3.5,"Auto(L6)","S.U.V. - 4WD",6,4,313,15,22,18,19.122,29.955,22.839,"regular gas","06/11/07",,"http://www.fueleconomy.gov",
"FORD","TAURUS X FWD",3.5,"Auto(L6)","S.U.V. - 2WD",6,"F",312,16,24,19,20.349,32.857,24.556,"regular gas","06/11/07",,"http://www.fueleconomy.gov",
"HONDA","ACCORD 2DR COUPE",3.5,"Auto(L5)","COMPACT CARS",6,"F",15,19,28,22,23.7,39.855,28.988,"regular gas","09/20/07",,"http://www.fueleconomy.gov",
"HONDA","ACCORD 2DR COUPE",3.5,"Manual(M6)","COMPACT CARS",6,"F",13,17,25,20,20.7,35.3,25.434,"regular gas","09/20/07",,"http://www.fueleconomy.gov",
"HONDA","ACCORD 4DR SEDAN",3.5,"Auto(L5)","LARGE CARS",6,"F",14,19,29,22,23.783,41.059,29.337,"regular gas","09/12/07",,"http://www.fueleconomy.gov",
"HONDA","PILOT 2WD",3.5,"Auto(L5)","S.U.V. - 2WD",6,"F",23,16,22,18,19.7,31,23.566,"regular gas","06/20/07",,"http://www.fueleconomy.gov",
"HONDA","PILOT 4WD",3.5,"Auto(L5)","S.U.V. - 4WD",6,4,20,15,20,17,18.5,28.4,21.942,"regular gas","06/20/07",,"http://www.fueleconomy.gov",
"HONDA","RIDGELINE 4WD",3.5,"Auto(L5)","STANDARD PICKUP TRUCKS 4WD",6,4,19,15,20,17,18.1,27.5,21.39,"regular gas","06/14/07",,"http://www.fueleconomy.gov",
"INFINITI","FX35 AWD",3.5,"Auto(S5)","S.U.V. - 4WD",6,4,93,15,20,17,18.089,27.603,21.409,"premium gas","06/03/07",,"http://www.fueleconomy.gov",
"INFINITI","FX35 RWD",3.5,"Auto(S5)","S.U.V. - 2WD",6,"R",93,15,22,18,19.178,30.166,22.938,"premium gas","06/03/07",,"http://www.fueleconomy.gov",
"INFINITI","G35",3.5,"Manual(M6)","MIDSIZE CARS",6,"R",43,17,25,20,21.6,34.6,25.995,"premium gas","09/14/07",,"http://www.fueleconomy.gov",
"INFINITI","G35",3.5,"Auto(S5)","MIDSIZE CARS",6,"R",43,17,24,20,21.451,33.199,25.514,"premium gas","09/14/07",,"http://www.fueleconomy.gov",
"INFINITI","G35X",3.5,"Auto(S5)","MIDSIZE CARS",6,4,43,17,23,19,20.75,31.95,24.636,"premium gas","09/14/07",,"http://www.fueleconomy.gov",
"INFINITI","M35",3.5,"Auto(S5)","LARGE CARS",6,"R",46,16,23,19,19.849,32.149,23.977,"premium gas","11/05/07",,"http://www.fueleconomy.gov",
"INFINITI","M35X",3.5,"Auto(S5)","LARGE CARS",6,4,46,16,22,18,19.4,30.4,23.173,"premium gas","11/05/07",,"http://www.fueleconomy.gov",
"LEXUS","ES 350",3.5,"Auto(S6)","MIDSIZE CARS",6,"F",9,19,27,22,23.8,38.3,28.687,"premium gas","08/13/07",,"http://www.fueleconomy.gov",
"LEXUS","GS 350",3.5,"Auto(S6)","MIDSIZE CARS",6,"R",14,19,27,22,24,37.6,28.666,"premium gas","10/19/07",,"http://www.fueleconomy.gov",
"LEXUS","GS 350 AWD",3.5,"Auto(S6)","MIDSIZE CARS",6,4,14,18,25,20,22.398,34.749,26.663,"premium gas","10/19/07",,"http://www.fueleconomy.gov",
"LEXUS","GS 450H",3.5,"Auto(S6)","COMPACT CARS",6,"R",13,22,25,23,27.9,35.349,30.823,"premium gas","10/19/07",,"http://www.fueleconomy.gov",
"LEXUS","IS 350",3.5,"Auto(S6)","SUBCOMPACT CARS",6,"R",12,18,25,20,22.433,34.34,26.581,"premium gas","08/22/07",,"http://www.fueleconomy.gov",
"LEXUS","RX 350 2WD",3.5,"Auto(L5)","S.U.V. - 2WD",6,"F",21,18,23,20,22.2,31.9,25.719,"premium gas","01/23/07",,"http://www.fueleconomy.gov",
"LEXUS","RX 350 2WD",3.5,"Auto(S5)","S.U.V. - 2WD",6,"F",21,18,23,20,22.2,31.9,25.719,"premium gas","01/23/07",,"http://www.fueleconomy.gov",
"LEXUS","RX 350 4WD",3.5,"Auto(L5)","S.U.V. - 4WD",6,4,21,17,22,19,21.1,30.9,24.613,"premium gas","01/23/07",,"http://www.fueleconomy.gov",
"LEXUS","RX 350 4WD",3.5,"Auto(S5)","S.U.V. - 4WD",6,4,21,17,22,19,21.1,30.9,24.613,"premium gas","01/23/07",,"http://www.fueleconomy.gov",
"LINCOLN","MKX AWD",3.5,"Auto(L6)","S.U.V. - 4WD",6,4,741,15,22,18,19.122,29.955,22.839,"regular gas","09/17/07",,"http://www.fueleconomy.gov",
"LINCOLN","MKX FWD",3.5,"Auto(L6)","S.U.V. - 2WD",6,"F",740,16,24,19,20.349,32.857,24.556,"regular gas","09/17/07",,"http://www.fueleconomy.gov",
"LINCOLN-MERCURY","MKZ AWD",3.5,"Auto(L6)","MIDSIZE CARS",6,4,181,17,24,19,20.6,33.3,24.868,"regular gas","07/16/07",,"http://www.fueleconomy.gov",
"LINCOLN-MERCURY","MKZ FWD",3.5,"Auto(L6)","MIDSIZE CARS",6,"F",180,18,28,22,22.6,39.6,28.011,"regular gas","07/16/07",,"http://www.fueleconomy.gov",
"LINCOLN-MERCURY","SABLE AWD",3.5,"Auto(L6)","LARGE CARS",6,4,315,17,24,19,20.6,33.3,24.868,"regular gas","04/30/07",,"http://www.fueleconomy.gov",
"LINCOLN-MERCURY","SABLE FWD",3.5,"Auto(L6)","LARGE CARS",6,"F",317,18,28,22,22.6,39.6,28.011,"regular gas","04/30/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","C350",3.5,"Auto(L7)","COMPACT CARS",6,"R",31,17,25,20,21.4,34.6,25.835,"premium gas","08/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","CLK350",3.5,"Auto(L7)","SUBCOMPACT CARS",6,"R",14,17,25,20,21.3,35.5,25.976,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","CLK350 (CABRIOLET)",3.5,"Auto(L7)","SUBCOMPACT CARS",6,"R",13,17,25,20,21.2,35.4,25.87,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","E350",3.5,"Auto(L7)","MIDSIZE CARS",6,"R",5,17,24,19,20.668,33.671,25.015,"premium gas","07/01/06",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","E350 4MATIC",3.5,"Auto(L5)","MIDSIZE CARS",6,4,7,16,22,18,20.3,30.6,23.924,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","E350 4MATIC (WAGON)",3.5,"Auto(L5)","MIDSIZE STATION WAGONS",6,4,8,16,21,18,19.7,29.3,23.107,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","ML350 4MATIC",3.5,"Auto(L7)","S.U.V. - 4WD",6,4,45,15,20,17,18.4,27,21.479,"premium gas","07/16/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","R350",3.5,"Auto(L7)","S.U.V. - 2WD",6,"R",44,15,20,17,18.4,27.1,21.507,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","R350 4MATIC",3.5,"Auto(L7)","S.U.V. - 4WD",6,4,29,15,19,16,18.2,26.8,21.272,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","SLK350",3.5,"Auto(L7)","TWO SEATERS",6,"R",15,17,23,19,21.2,32,24.996,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","SLK350",3.5,"Manual(M6)","TWO SEATERS",6,"R",15,16,23,19,20.5,32.1,24.481,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"NISSAN","350Z",3.5,"Manual(M6)","TWO SEATERS",6,"R",44,18,25,20,22.2,34.7,26.495,"premium gas","10/09/07",,"http://www.fueleconomy.gov",
"NISSAN","350Z",3.5,"Auto(S5)","TWO SEATERS",6,"R",44,17,24,20,21.496,32.985,25.492,"premium gas","10/09/07",,"http://www.fueleconomy.gov",
"NISSAN","350Z ROADSTER",3.5,"Manual(M6)","TWO SEATERS",6,"R",45,17,24,20,21.6,33.8,25.789,"premium gas","10/09/07",,"http://www.fueleconomy.gov",
"NISSAN","350Z ROADSTER",3.5,"Auto(S5)","TWO SEATERS",6,"R",45,17,23,19,20.8,32.5,24.821,"premium gas","10/09/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA",3.5,"Auto(AV)","MIDSIZE CARS",6,"F",41,19,26,22,24.4,35.6,28.424,"premium gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA",3.5,"Manual(M6)","MIDSIZE CARS",6,"F",41,19,27,22,23.3,37.8,28.161,"premium gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA COUPE",3.5,"Auto(AV)","SUBCOMPACT CARS",6,"F",41,19,26,22,24.4,35.6,28.424,"premium gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA COUPE",3.5,"Manual(M6)","SUBCOMPACT CARS",6,"F",41,19,27,22,23.3,37.8,28.161,"premium gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","MAXIMA",3.5,"Auto(AV)","MIDSIZE CARS",6,"F",42,19,25,21,23.698,35.493,27.865,"premium gas","08/07/07",,"http://www.fueleconomy.gov",
"NISSAN","QUEST",3.5,"Auto(L5)","MINIVAN - 2WD",6,"F",91,16,24,19,20.287,32.707,24.468,"premium gas","08/28/07",,"http://www.fueleconomy.gov",
"PONTIAC","G6",3.5,"Auto(L4)","COMPACT CARS",6,"F",23,18,29,22,22.3,40.6,27.974,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"PONTIAC","G6",3.5,"Auto(S4)","COMPACT CARS",6,"F",50,17,26,20,21.3,36.6,26.235,"regular gas","06/20/07",,"http://www.fueleconomy.gov",
"SATURN","AURA",3.5,"Auto(L4)","MIDSIZE CARS",6,"F",23,18,29,22,22.3,40.6,27.974,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"SATURN","VUE AWD",3.5,"Auto(L6)","S.U.V. - 4WD",6,4,10,15,22,17,18.6,30.4,22.537,"regular gas","05/01/07",,"http://www.fueleconomy.gov",
"TOYOTA","AVALON",3.5,"Auto(S6)","LARGE CARS",6,"F",8,19,28,22,24.348,39.341,29.388,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY",3.5,"Auto(S6)","MIDSIZE CARS",6,"F",8,19,28,22,24.348,39.341,29.388,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"TOYOTA","HIGHLANDER 2WD",3.5,"Auto(S5)","S.U.V. - 2WD",6,"F",22,18,24,20,22.1,33.1,25.986,"regular gas","06/30/07",,"http://www.fueleconomy.gov",
"TOYOTA","HIGHLANDER 4WD",3.5,"Auto(S5)","S.U.V. - 4WD",6,4,22,17,23,19,21.2,31.3,24.801,"regular gas","06/30/07",,"http://www.fueleconomy.gov",
"TOYOTA","RAV4 2WD",3.5,"Auto(L5)","S.U.V. - 2WD",6,"F",23,19,27,22,24.398,37.35,28.91,"regular gas","08/09/07",,"http://www.fueleconomy.gov",
"TOYOTA","RAV4 4WD",3.5,"Auto(L5)","S.U.V. - 4WD",6,4,23,19,26,21,23.7,35.749,27.937,"regular gas","08/09/07",,"http://www.fueleconomy.gov",
"TOYOTA","SIENNA 2WD",3.5,"Auto(L5)","MINIVAN - 2WD",6,"F",23,17,23,19,22.4,34.001,26.463,"regular gas","08/09/07",,"http://www.fueleconomy.gov",
"TOYOTA","SIENNA 4WD",3.5,"Auto(L5)","MINIVAN - 4WD",6,4,23,16,21,18,19.6,29.2,23.003,"regular gas","08/09/07",,"http://www.fueleconomy.gov",
"AUDI","Q7",3.6,"Auto(S6)","S.U.V. - 4WD",6,4,3,14,20,16,17.551,27.014,20.835,"premium gas","08/21/07",,"http://www.fueleconomy.gov",
"BUICK","ENCLAVE AWD",3.6,"Auto(L6)","S.U.V. - 4WD",6,4,2,16,22,18,19.3,31,23.249,"regular gas","03/30/07",,"http://www.fueleconomy.gov",
"BUICK","ENCLAVE FWD",3.6,"Auto(L6)","S.U.V. - 2WD",6,"F",1,16,24,19,20.1,33.5,24.512,"regular gas","03/30/07",,"http://www.fueleconomy.gov",
"BUICK","LACROSSE/ALLURE",3.6,"Auto(L4)","MIDSIZE CARS",6,"F",813,17,25,20,21.1,35.5,25.812,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CADILLAC","CTS",3.6,"Manual(M6)","MIDSIZE CARS",6,"R",65,16,25,19,20.3,35.1,25.054,"regular gas","08/13/07",,"http://www.fueleconomy.gov",
"CADILLAC","CTS",3.6,"Manual(M6)","MIDSIZE CARS",6,"R",66,16,25,19,19.9,35.5,24.805,"regular gas","08/13/07",,"http://www.fueleconomy.gov",
"CADILLAC","CTS",3.6,"Auto(S6)","MIDSIZE CARS",6,"R",63,18,26,21,22.2,36.7,27.001,"regular gas","07/31/07",,"http://www.fueleconomy.gov",
"CADILLAC","CTS",3.6,"Auto(S6)","MIDSIZE CARS",6,"R",33,17,26,20,21.449,36.777,26.401,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"CADILLAC","CTS AWD",3.6,"Auto(S6)","MIDSIZE CARS",6,4,64,17,25,20,21.2,34.8,25.724,"regular gas","07/23/07",,"http://www.fueleconomy.gov",
"CADILLAC","CTS AWD",3.6,"Auto(S6)","MIDSIZE CARS",6,4,34,17,26,20,20.9,36.7,25.922,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"CADILLAC","SRX 2WD",3.6,"Auto(S5)","S.U.V. - 2WD",6,"R",808,15,22,17,18.3,31,22.436,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CADILLAC","SRX AWD",3.6,"Auto(S5)","S.U.V. - 4WD",6,4,809,14,22,17,17.6,30,21.622,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CADILLAC","STS",3.6,"Auto(S6)","MIDSIZE CARS",6,"R",33,17,26,20,21.449,36.777,26.401,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"CADILLAC","STS AWD",3.6,"Auto(S6)","MIDSIZE CARS",6,4,34,17,26,20,20.9,36.7,25.922,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"CHEVROLET","EQUINOX AWD",3.6,"Auto(S6)","S.U.V. - 4WD",6,4,22,16,24,19,20.1,33.5,24.512,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","EQUINOX FWD",3.6,"Auto(S6)","S.U.V. - 2WD",6,"F",114,16,24,19,20.1,33.5,24.512,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","MALIBU",3.6,"Auto(S6)","MIDSIZE CARS",6,"F",51,17,26,20,21.4,35.6,26.082,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
